Work Item Type,Title,Area Path,Tags,Model Name,Object Type,Table Name,Measure Name,Definition,Format String,Display Folder,Hidden,Lifecycle Status,Governance Status,Source Artefact,Business Definition,Technical Notes,Dependencies,Replacement Measure,Owner,Validation Status
Task,Measure register: Selected Statement Unit Suffix,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Selected Statement Unit Suffix,"SELECTEDVALUE( 'Statement Unit'[Suffix], """" )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Suffix],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual Matrix Display,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual Matrix Display,"VAR _Mode = [Selected Value Display Mode] VAR _IsIEAccountGroup = ISINSCOPE(dim_accounts[IEAccountGroup]) VAR _ActualGL = [Actual GBP Base] VAR _ActualReporting = [Actual Reporting Sign] VAR _ActualReportingNet = [Actual Reporting Net] RETURN SWITCH( TRUE(), _Mode = ""Original GL Sign"", _ActualGL, _Mode = ""Reporting Sign"" && _IsIEAccountGroup, _ActualReporting, _Mode = ""Reporting Sign"" && NOT _IsIEAccountGroup, _ActualReportingNet, _ActualReporting )",General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Actual,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual GBP Base]; [Actual Reporting Net]; [Actual Reporting Sign]; [Selected Value Display Mode],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual Reporting Net,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual Reporting Net,"VAR _Income = CALCULATE( [Actual Reporting Sign], 'dim_accounts'[StatementClass] = ""SOCI"", 'dim_accounts'[IEAccountGroup] = ""Income"" ) VAR _Pay = CALCULATE( [Actual Reporting Sign], 'dim_accounts'[StatementClass] = ""SOCI"", 'dim_accounts'[IEAccountGroup] = ""Pay"" ) VAR _NonPay = CALCULATE( [Actual Reporting Sign], 'dim_accounts'[StatementClass] = ""SOCI"", 'dim_accounts'[IEAccountGroup] = ""Non-Pay"" ) RETURN _Income - _Pay - _NonPay",General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Actual,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual Reporting Sign]; [IEAccountGroup]; [StatementClass],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual GL Net,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual GL Net,[Actual GBP Base],General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Actual,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual GBP Base],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Budget Reporting Net,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Budget Reporting Net,"VAR _Income = CALCULATE( [Budget Reporting Sign], 'dim_accounts'[StatementClass] = ""SOCI"", 'dim_accounts'[IEAccountGroup] = ""Income"" ) VAR _Pay = CALCULATE( [Budget Reporting Sign], 'dim_accounts'[StatementClass] = ""SOCI"", 'dim_accounts'[IEAccountGroup] = ""Pay"" ) VAR _NonPay = CALCULATE( [Budget Reporting Sign], 'dim_accounts'[StatementClass] = ""SOCI"", 'dim_accounts'[IEAccountGroup] = ""Non-Pay"" ) RETURN _Income - _Pay - _NonPay",General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Budget,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Budget Reporting Sign]; [IEAccountGroup]; [StatementClass],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual Matrix Display Scaled,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual Matrix Display Scaled,"DIVIDE( [Actual Matrix Display], [Selected Statement Unit Multiplier] )",General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Actual,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual Matrix Display]; [Selected Statement Unit Multiplier],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Budget Matrix Display,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Budget Matrix Display,"VAR _Mode = [Selected Value Display Mode] VAR _IsIEAccountGroup = ISINSCOPE(dim_accounts[IEAccountGroup]) VAR _BudgetGL = [Budget GBP Base] VAR _BudgetReporting = [Budget Reporting Sign] VAR _BudgetReportingNet = [Budget Reporting Net] RETURN SWITCH( TRUE(), _Mode = ""Original GL Sign"", _BudgetGL, _Mode = ""Reporting Sign"" && _IsIEAccountGroup, _BudgetReporting, _Mode = ""Reporting Sign"" && NOT _IsIEAccountGroup, _BudgetReportingNet, _BudgetReporting )",General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Budget,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Budget GBP Base]; [Budget Reporting Net]; [Budget Reporting Sign]; [Selected Value Display Mode],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Budget Matrix Display Scaled,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Budget Matrix Display Scaled,"DIVIDE( [Budget Matrix Display], [Selected Statement Unit Multiplier] )",General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Budget,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Budget Matrix Display]; [Selected Statement Unit Multiplier],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Budget GL Net,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Budget GL Net,[Budget GBP Base],General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Budget,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Budget GBP Base],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Variance Reporting Matrix,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Variance Reporting Matrix,"VAR _IsIEAccountGroup = ISINSCOPE('dim_accounts'[IEAccountGroup]) VAR _RowGroup = SELECTEDVALUE('dim_accounts'[IEAccountGroup]) VAR _Actual = [Actual Reporting Sign] VAR _Budget = [Budget Reporting Sign] VAR _ActualNet = [Actual Reporting Net] VAR _BudgetNet = [Budget Reporting Net] RETURN SWITCH( TRUE(), _IsIEAccountGroup && _RowGroup = ""Income"", _Actual - _Budget, _IsIEAccountGroup && _RowGroup IN {""Pay"", ""Non-Pay"", ""Cost""}, _Budget - _Actual, NOT _IsIEAccountGroup, _ActualNet - _BudgetNet, BLANK() )",General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Variance,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual Reporting Net]; [Actual Reporting Sign]; [Budget Reporting Net]; [Budget Reporting Sign]; [IEAccountGroup],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Variance Reporting Matrix Scaled,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Variance Reporting Matrix Scaled,"DIVIDE( [Variance Reporting Matrix], [Selected Statement Unit Multiplier] )",General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Variance,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Selected Statement Unit Multiplier]; [Variance Reporting Matrix],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Variance Reporting Matrix Colour,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Variance Reporting Matrix Colour,"SWITCH( TRUE(), [Variance Reporting Matrix] < 0, ""#DC2626"", [Variance Reporting Matrix] > 0, ""#16A34A"", ""#6B7280"" )",General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Variance,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Variance Reporting Matrix],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Variance Reporting Matrix Formatted,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Variance Reporting Matrix Formatted,"VAR _Amount = [Variance Reporting Matrix Scaled] VAR _AbsAmount = ABS(_Amount) VAR _Format = [Selected Statement Unit Format] VAR _Suffix = [Selected Statement Unit Suffix] VAR _FormattedAmount = FORMAT(_AbsAmount, _Format) RETURN SWITCH( TRUE(), ISBLANK(_Amount), BLANK(), _Amount < 0, ""£("" & _FormattedAmount & "")"" & _Suffix, _Amount > 0, ""£"" & _FormattedAmount & _Suffix, ""£0"" & _Suffix )",General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Variance,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Selected Statement Unit Format]; [Selected Statement Unit Suffix]; [Variance Reporting Matrix Scaled],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual Net Selected Sign,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual Net Selected Sign,"VAR _Mode = [Selected Value Display Mode] RETURN SWITCH( TRUE(), _Mode = ""Original GL Sign"", [Actual GL Net], _Mode = ""Reporting Sign"", [Actual Reporting Net], [Actual Reporting Net] )",General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Actual,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual GL Net]; [Actual Reporting Net]; [Selected Value Display Mode],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Budget Net Selected Sign,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Budget Net Selected Sign,"VAR _Mode = [Selected Value Display Mode] RETURN SWITCH( TRUE(), _Mode = ""Original GL Sign"", [Budget GL Net], _Mode = ""Reporting Sign"", [Budget Reporting Net], [Budget Reporting Net] )",General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Budget,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Budget GL Net]; [Budget Reporting Net]; [Selected Value Display Mode],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Net Surplus Deficit vs Plan,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Net Surplus Deficit vs Plan,[Actual Net Selected Sign] - [Budget Net Selected Sign],General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Variance,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual Net Selected Sign]; [Budget Net Selected Sign],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Net Surplus/Deficit vs Plan Scaled,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Net Surplus/Deficit vs Plan Scaled,"DIVIDE( [Net Surplus Deficit vs Plan], [Selected Statement Unit Multiplier] )",0,Exec Dashboards ONLY\PL\Variance,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Net Surplus Deficit vs Plan]; [Selected Statement Unit Multiplier],,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Actual GBP Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Actual GBP Base,SUM ( fact_gl_balances[ActualGBP] ),"#,0;(#,0);-",00 vNext Base Measures\GL,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: actual finance value in GBP at the balance/fiscal-period grain. Technical: additive base over fact_gl_balances[ActualGBP]. Inferred pending finance-owner confirmation.,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Budget GBP Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Budget GBP Base,SUM ( fact_gl_balances[BudgetGBP] ),"#,0;(#,0);-",00 vNext Base Measures\GL,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: budget finance value in GBP at the balance/fiscal-period grain. Technical: additive base over fact_gl_balances[BudgetGBP]. Inferred pending finance-owner confirmation.,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Forecast GBP Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Forecast GBP Base,SUM ( fact_gl_forecasts[ForecastGBP] ),"#,0;(#,0);-",00 vNext Base Measures\GL,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: forecast finance value in GBP. Technical: additive base over fact_gl_forecasts[ForecastGBP]; use forecast-version filters where required. Inferred pending finance-owner confirmation.,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext GL Transaction Signed GBP Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext GL Transaction Signed GBP Base,SUM ( fact_gl_transactions[SignedAmount] ),"#,0;(#,0);-",00 vNext Base Measures\GL,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: signed general-ledger transaction value. Technical: additive base over fact_gl_transactions[SignedAmount]. Use for transaction-grain movement analysis. Inferred pending finance-owner confirmation.,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Actual WTC Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Actual WTC Base,SUM ( fact_gl_balances[ActualWTC] ),"#,0.0;(#,0.0);-",00 vNext Base Measures\Workforce,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: actual worked-time count / WTC measure. Technical: additive base over fact_gl_balances[ActualWTC]. Confirm workforce definition.,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Budget WTC Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Budget WTC Base,SUM ( fact_gl_balances[BudgetWTC] ),"#,0.0;(#,0.0);-",00 vNext Base Measures\Workforce,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: budget worked-time count / WTC measure. Technical: additive base over fact_gl_balances[BudgetWTC]. Confirm workforce definition.,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Actual WTW Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Actual WTW Base,SUM ( fact_gl_transactions[Wtw] ),"#,0.0;(#,0.0);-",00 vNext Base Measures\Workforce,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: actual WTW value from GL transactions. Technical: additive base over fact_gl_transactions[Wtw]. Confirm workforce definition.,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Actual WTP Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Actual WTP Base,SUM ( fact_gl_transactions[Wtp] ),"#,0.0;(#,0.0);-",00 vNext Base Measures\Workforce,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: actual WTP value from GL transactions. Technical: additive base over fact_gl_transactions[Wtp]. Confirm workforce definition.,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Actual HCT Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Actual HCT Base,SUM ( fact_gl_transactions[Hct] ),"#,0.0;(#,0.0);-",00 vNext Base Measures\Workforce,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Proposed vNext measure; definition requires confirmation,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext PO Net Amount Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext PO Net Amount Base,SUM ( fact_purchase_orders[NetAmount] ),"#,0;(#,0);-",00 vNext Base Measures\Procurement,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: purchase-order net amount. Technical: additive base over fact_purchase_orders[NetAmount]. Avoid combining with line-level measures without grain controls.,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Purchase Line Net Value Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Purchase Line Net Value Base,SUM ( fact_purchase_lines[NetValue] ),"#,0;(#,0);-",00 vNext Base Measures\Procurement,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: purchase-line net value. Technical: additive base over fact_purchase_lines[NetValue].,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Purchase Line Invoiced Value Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Purchase Line Invoiced Value Base,SUM ( fact_purchase_lines[InvoicedValue] ),"#,0;(#,0);-",00 vNext Base Measures\Procurement,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: invoiced value for purchase lines. Technical: additive base over fact_purchase_lines[InvoicedValue].,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Purchase Line Received Value Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Purchase Line Received Value Base,SUM ( fact_purchase_lines[ReceivedValue] ),"#,0;(#,0);-",00 vNext Base Measures\Procurement,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: received value for purchase lines. Technical: additive base over fact_purchase_lines[ReceivedValue].,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Purchase Line Outstanding Invoice Value Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Purchase Line Outstanding Invoice Value Base,SUM ( fact_purchase_lines[OutstandingInvValue] ),"#,0;(#,0);-",00 vNext Base Measures\Procurement,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: purchase-line value not yet invoiced. Technical: additive base over fact_purchase_lines[OutstandingInvValue].,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Quantity Ordered Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Quantity Ordered Base,SUM ( fact_purchase_lines[QtyOrdered] ),"#,0.00;(#,0.00);-",00 vNext Base Measures\Procurement,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: ordered purchase-line quantity. Technical: additive base over fact_purchase_lines[QtyOrdered].,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Quantity Received Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Quantity Received Base,SUM ( fact_purchase_lines[QtyReceived] ),"#,0.00;(#,0.00);-",00 vNext Base Measures\Procurement,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: received purchase-line quantity. Technical: additive base over fact_purchase_lines[QtyReceived].,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Quantity Invoiced Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Quantity Invoiced Base,SUM ( fact_purchase_lines[QtyInvoiced] ),"#,0.00;(#,0.00);-",00 vNext Base Measures\Procurement,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: invoiced purchase-line quantity. Technical: additive base over fact_purchase_lines[QtyInvoiced].,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Invoice Original Amount Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Invoice Original Amount Base,SUM ( fact_invoice_ledger[OriginalAmount] ),"#,0;(#,0);-",00 vNext Base Measures\AP Invoice Ledger,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: original invoice value. Technical: additive base over fact_invoice_ledger[OriginalAmount] using active InvoiceDate relationship by default.,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Invoice Outstanding Amount Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Invoice Outstanding Amount Base,SUM ( fact_invoice_ledger[OutstandingAmount] ),"#,0;(#,0);-",00 vNext Base Measures\AP Invoice Ledger,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: outstanding invoice liability value. Technical: additive base over fact_invoice_ledger[OutstandingAmount].,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Invoice Paid Amount Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Invoice Paid Amount Base,SUM ( fact_invoice_ledger[PaidAmount] ),"#,0;(#,0);-",00 vNext Base Measures\AP Invoice Ledger,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: paid invoice value. Technical: additive base over fact_invoice_ledger[PaidAmount].,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext AP Validation Net Amount Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext AP Validation Net Amount Base,SUM ( fact_ap_po_validation[NetAmount] ),"#,0;(#,0);-",00 vNext Base Measures\AP Validation,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Proposed vNext measure; definition requires confirmation,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Selected Statement Unit Multiplier,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Selected Statement Unit Multiplier,"COALESCE ( SELECTEDVALUE ( 'Statement Unit'[Multiplier] ), 1 )",0,01 vNext Helpers\Selectors,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: selected report display-unit divisor. Technical: defaults to 1 when no unit is selected.,Proposed vNext measure from non-destructive implementation script.,[Multiplier],To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Selected Statement Unit Suffix,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Selected Statement Unit Suffix,"COALESCE ( SELECTEDVALUE ( 'Statement Unit'[Suffix] ), """" )",General,01 vNext Helpers\Selectors,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: selected report display-unit suffix. Technical: defaults to blank. Confirm column name if suffix metadata differs.,Proposed vNext measure from non-destructive implementation script.,[Suffix],To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Selected Scenario,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Selected Scenario,"COALESCE ( SELECTEDVALUE ( dim_scenario[Scenario] ), ""Actual"" )",General,01 vNext Helpers\Selectors,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: selected scenario from the physical scenario dimension. Technical: defaults to Actual; align with cg_vNext_Scenario.,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
